data;produto;categoria;regiao;estado;quantidade;receita;custo
09/01/2023;Notebook;Tecnologia;Centro-Oeste;DF;8;27643.22;21853.66
08/05/2023;Headset;Acessórios;Centro-Oeste;DF;7;5924.85;3096.77
11/10/2024;Notebook;Tecnologia;Sudeste;SP;6;4845.02;3048.06
06/11/2023;Teclado;Acessórios;Sul;PR;4;12782.8;8783.0
22/10/2024;Mouse;Acessórios;Sul;PR;2;3406.62;1718.75
17/09/2024;Smartphone;Tecnologia;Nordeste;BA;3;6539.01;4375.24
28/12/2023;Monitor;Tecnologia;Sudeste;SP;9;33118.51;22620.02
29/10/2023;Mouse;Acessórios;Centro-Oeste;DF;9;25793.13;14827.37
10/08/2024;Headset;Acessórios;Sul;PR;2;8794.86;6895.35
25/05/2023;Monitor;Tecnologia;Nordeste;BA;9;10770.56;8437.88
10/02/2023;Headset;Acessórios;Sudeste;SP;6;28354.54;14234.11
13/09/2023;Teclado;Acessórios;Nordeste;BA;8;25153.09;17867.29
27/05/2024;Notebook;Tecnologia;Sul;RS;9;6544.8;4504.43
16/05/2024;Headset;Acessórios;Sudeste;RJ;4;18852.81;12491.81
28/02/2023;Notebook;Tecnologia;Sudeste;RJ;3;14427.34;8940.78
18/02/2024;Monitor;Tecnologia;Sudeste;SP;6;29379.19;15587.65
18/06/2023;Monitor;Tecnologia;Sul;PR;2;7685.42;4596.76
16/01/2023;Notebook;Tecnologia;Sudeste;RJ;4;15470.92;11980.13
03/11/2024;Smartphone;Tecnologia;Sudeste;RJ;4;9819.26;7040.75
08/10/2023;Notebook;Tecnologia;Nordeste;BA;3;9457.63;6468.9
08/09/2024;Smartphone;Tecnologia;Sul;RS;9;31662.36;22488.52
10/01/2023;Teclado;Acessórios;Nordeste;BA;8;27543.79;20534.19
14/01/2024;Headset;Acessórios;Centro-Oeste;DF;4;2247.42;1291.17
07/08/2024;Mouse;Acessórios;Sul;RS;9;5140.43;2689.19
30/03/2024;Mouse;Acessórios;Nordeste;BA;2;1562.74;996.53
17/04/2024;Monitor;Tecnologia;Nordeste;BA;3;4407.15;2993.02
17/12/2024;Mouse;Acessórios;Sul;PR;2;4349.8;2609.49
16/06/2023;Headset;Acessórios;Sudeste;SP;2;8245.81;6158.76
31/03/2023;Mouse;Acessórios;Sudeste;RJ;8;11210.15;7679.35
02/05/2023;Monitor;Tecnologia;Nordeste;BA;1;1640.11;1306.01
29/09/2024;Smartphone;Tecnologia;Centro-Oeste;DF;8;6464.51;3951.98
07/01/2024;Monitor;Tecnologia;Sul;PR;9;12851.8;9509.25
06/03/2023;Mouse;Acessórios;Sudeste;RJ;7;11968.89;7307.42
01/12/2024;Mouse;Acessórios;Centro-Oeste;DF;6;26215.24;13382.94
26/12/2023;Teclado;Acessórios;Sudeste;RJ;5;11755.14;8958.79
18/06/2024;Teclado;Acessórios;Sul;PR;6;14545.24;9203.7
25/08/2024;Headset;Acessórios;Sul;RS;5;20139.72;12603.77
27/11/2024;Teclado;Acessórios;Sul;RS;6;24197.64;16446.01
06/08/2023;Headset;Acessórios;Sudeste;SP;4;12624.19;7855.9
26/05/2023;Monitor;Tecnologia;Centro-Oeste;DF;6;3764.4;2119.39
01/03/2024;Headset;Acessórios;Sudeste;SP;1;3939.98;2454.22
14/06/2023;Monitor;Tecnologia;Sul;PR;2;4679.0;3636.55
23/03/2024;Headset;Acessórios;Sul;PR;5;6110.41;3184.42
06/10/2023;Teclado;Acessórios;Sul;RS;5;19302.47;13823.85
30/07/2024;Headset;Acessórios;Nordeste;BA;4;10031.62;7440.99
30/07/2024;Monitor;Tecnologia;Sudeste;SP;1;1894.13;1089.1
24/01/2024;Smartphone;Tecnologia;Sudeste;SP;8;23921.69;13790.01
05/03/2024;Notebook;Tecnologia;Sul;RS;4;17707.44;13252.87
16/04/2023;Monitor;Tecnologia;Sudeste;SP;7;33513.67;20041.94
22/12/2024;Notebook;Tecnologia;Nordeste;BA;1;2775.35;2171.26
16/12/2023;Monitor;Tecnologia;Sul;PR;1;1933.74;1491.04
09/04/2024;Smartphone;Tecnologia;Sudeste;SP;6;17941.02;11678.52
02/12/2024;Teclado;Acessórios;Sul;PR;6;17083.18;12613.3
16/08/2023;Smartphone;Tecnologia;Sul;RS;7;29894.11;22648.66
17/01/2024;Notebook;Tecnologia;Sudeste;RJ;3;7095.97;3576.19
25/02/2023;Headset;Acessórios;Sul;PR;9;10994.8;7719.38
05/02/2023;Teclado;Acessórios;Sul;PR;4;6132.77;3282.66
07/02/2023;Headset;Acessórios;Sudeste;RJ;1;3832.82;2908.69
15/02/2024;Monitor;Tecnologia;Sudeste;RJ;5;18979.02;12421.39
21/09/2023;Mouse;Acessórios;Sudeste;RJ;6;17616.98;10633.06
31/07/2023;Smartphone;Tecnologia;Sudeste;RJ;3;4760.75;2886.35
21/08/2023;Notebook;Tecnologia;Sudeste;RJ;3;4501.88;2952.18
27/05/2024;Smartphone;Tecnologia;Sudeste;RJ;7;5318.56;3283.2
14/09/2024;Headset;Acessórios;Sudeste;RJ;3;6031.6;4371.8
14/12/2023;Teclado;Acessórios;Sul;PR;8;26186.82;17468.27
17/06/2023;Headset;Acessórios;Sudeste;RJ;1;2430.25;1609.48
13/04/2023;Monitor;Tecnologia;Nordeste;BA;8;29277.26;16146.65
28/07/2024;Monitor;Tecnologia;Sul;RS;2;3947.97;2621.47
12/05/2024;Mouse;Acessórios;Nordeste;BA;1;3341.39;2204.48
20/08/2024;Smartphone;Tecnologia;Centro-Oeste;DF;1;2730.67;2129.75
25/12/2023;Notebook;Tecnologia;Centro-Oeste;DF;7;7999.52;5660.64
18/10/2024;Monitor;Tecnologia;Sul;PR;7;7100.0;5179.03
29/06/2024;Smartphone;Tecnologia;Nordeste;BA;3;4258.27;2777.85
27/08/2024;Monitor;Tecnologia;Sudeste;RJ;5;19971.01;13648.21
06/06/2024;Teclado;Acessórios;Sul;RS;9;31766.48;19772.59
24/06/2024;Mouse;Acessórios;Sul;PR;5;7492.76;5352.77
14/01/2023;Teclado;Acessórios;Nordeste;BA;9;34118.32;24196.12
26/06/2023;Monitor;Tecnologia;Sudeste;SP;8;34100.24;25452.98
12/08/2023;Notebook;Tecnologia;Centro-Oeste;DF;9;24146.33;14489.94
17/02/2023;Headset;Acessórios;Sul;RS;9;26028.88;17001.25
19/07/2023;Monitor;Tecnologia;Sudeste;SP;3;13042.15;9974.22
24/08/2024;Teclado;Acessórios;Sul;RS;3;1680.46;1046.8
22/09/2024;Smartphone;Tecnologia;Sul;RS;9;37043.28;28543.04
16/02/2024;Headset;Acessórios;Sul;RS;2;1602.76;1223.24
28/06/2024;Notebook;Tecnologia;Sul;RS;9;34594.8;26097.57
25/01/2024;Monitor;Tecnologia;Sudeste;RJ;4;13669.72;7138.76
22/09/2023;Monitor;Tecnologia;Centro-Oeste;DF;2;5620.31;4478.07
09/04/2023;Notebook;Tecnologia;Nordeste;BA;4;19949.28;13320.49
18/01/2024;Teclado;Acessórios;Sul;PR;3;4471.5;2705.96
26/08/2024;Monitor;Tecnologia;Sudeste;RJ;8;6473.69;3954.6
12/10/2023;Mouse;Acessórios;Sul;PR;4;2815.75;1703.48
12/12/2024;Monitor;Tecnologia;Nordeste;BA;2;6955.16;4487.45
16/12/2024;Headset;Acessórios;Sudeste;SP;2;7955.29;5286.49
13/02/2024;Headset;Acessórios;Sudeste;RJ;9;28031.11;17598.53
04/09/2024;Teclado;Acessórios;Sul;PR;5;14224.15;8606.48
04/11/2024;Notebook;Tecnologia;Sudeste;RJ;4;4525.84;3174.19
24/06/2024;Smartphone;Tecnologia;Centro-Oeste;DF;7;24368.24;14720.58
06/09/2024;Headset;Acessórios;Centro-Oeste;DF;6;23249.4;17959.43
16/04/2023;Monitor;Tecnologia;Sul;PR;7;22570.47;14218.24
16/05/2024;Notebook;Tecnologia;Nordeste;BA;4;17346.53;11491.97
22/01/2024;Smartphone;Tecnologia;Sul;RS;6;13427.72;9084.55
01/10/2024;Smartphone;Tecnologia;Sul;PR;9;14280.78;8061.12
23/03/2023;Monitor;Tecnologia;Sudeste;SP;1;3131.01;1691.04
04/11/2023;Smartphone;Tecnologia;Centro-Oeste;DF;3;12594.72;8789.26
26/05/2024;Headset;Acessórios;Sul;RS;1;1723.76;1219.92
24/09/2024;Mouse;Acessórios;Nordeste;BA;3;14177.42;9795.36
28/04/2024;Mouse;Acessórios;Sudeste;SP;1;2879.26;2153.04
08/11/2023;Headset;Acessórios;Centro-Oeste;DF;5;18129.42;10254.27
29/07/2024;Teclado;Acessórios;Sul;PR;4;16827.81;8732.66
19/04/2024;Smartphone;Tecnologia;Nordeste;BA;5;20836.14;15281.39
22/02/2024;Headset;Acessórios;Sul;PR;7;34474.13;25373.39
27/12/2024;Teclado;Acessórios;Sul;RS;5;19326.37;10536.4
13/01/2023;Smartphone;Tecnologia;Sul;RS;8;5121.37;2959.5
28/11/2023;Mouse;Acessórios;Centro-Oeste;DF;6;14211.51;10893.68
18/01/2024;Smartphone;Tecnologia;Sul;PR;5;16675.9;12630.93
25/09/2024;Headset;Acessórios;Nordeste;BA;6;14582.59;8170.91
09/04/2024;Smartphone;Tecnologia;Centro-Oeste;DF;8;15710.46;12101.58
19/12/2023;Teclado;Acessórios;Sul;PR;8;28003.79;14794.35
25/08/2024;Headset;Acessórios;Nordeste;BA;8;12964.31;8725.12
12/03/2023;Headset;Acessórios;Centro-Oeste;DF;6;5562.78;4448.38
07/12/2024;Mouse;Acessórios;Nordeste;BA;3;14967.98;8568.41
07/10/2024;Notebook;Tecnologia;Sul;PR;1;4825.22;3703.42
03/08/2024;Smartphone;Tecnologia;Sul;RS;5;20134.11;13486.92
16/05/2023;Mouse;Acessórios;Sul;RS;5;7720.41;3893.51
22/01/2024;Smartphone;Tecnologia;Sudeste;RJ;8;26454.75;19277.33
26/11/2023;Monitor;Tecnologia;Sudeste;RJ;7;29869.27;20486.07
14/02/2024;Teclado;Acessórios;Sul;RS;3;14168.59;8847.5
05/09/2024;Headset;Acessórios;Nordeste;BA;3;9342.83;7448.14
23/03/2023;Notebook;Tecnologia;Sudeste;SP;3;7470.97;5320.96
21/08/2023;Smartphone;Tecnologia;Sul;RS;9;13769.46;9350.23
10/03/2023;Smartphone;Tecnologia;Centro-Oeste;DF;8;17648.6;10791.16
05/05/2023;Teclado;Acessórios;Sudeste;SP;5;16744.13;10729.4
06/08/2023;Teclado;Acessórios;Sudeste;SP;5;24575.15;17076.11
19/03/2023;Smartphone;Tecnologia;Nordeste;BA;1;2575.25;2013.79
19/02/2024;Smartphone;Tecnologia;Centro-Oeste;DF;2;4261.88;3235.16
21/07/2024;Teclado;Acessórios;Sudeste;SP;8;37900.91;20853.35
01/07/2024;Notebook;Tecnologia;Sudeste;RJ;5;3723.79;2581.62
08/10/2024;Notebook;Tecnologia;Nordeste;BA;9;30769.88;17926.11
04/06/2023;Smartphone;Tecnologia;Sudeste;RJ;3;11595.22;8616.15
04/12/2023;Headset;Acessórios;Sudeste;SP;1;1307.1;930.06
28/12/2023;Headset;Acessórios;Nordeste;BA;6;18652.61;11860.69
06/08/2024;Notebook;Tecnologia;Sudeste;RJ;2;1172.3;860.16
02/04/2023;Headset;Acessórios;Nordeste;BA;7;8900.18;5661.17
31/10/2023;Notebook;Tecnologia;Sudeste;RJ;8;32901.19;25935.22
24/01/2024;Mouse;Acessórios;Sul;RS;3;10126.93;7960.38
09/12/2024;Teclado;Acessórios;Sudeste;RJ;2;6153.47;3588.11
03/09/2024;Notebook;Tecnologia;Sudeste;RJ;4;3414.04;2465.52
10/07/2023;Headset;Acessórios;Nordeste;BA;8;25386.98;18044.86
04/06/2024;Monitor;Tecnologia;Sul;RS;8;12308.61;9535.5
13/01/2024;Headset;Acessórios;Sudeste;SP;4;17857.51;13658.76
09/02/2023;Smartphone;Tecnologia;Sudeste;SP;7;19299.63;15301.83
24/08/2024;Mouse;Acessórios;Sul;RS;8;11079.53;7990.86
06/11/2023;Smartphone;Tecnologia;Sudeste;RJ;8;35845.0;19269.06
16/07/2024;Monitor;Tecnologia;Sudeste;SP;3;1905.35;1465.61
20/06/2023;Teclado;Acessórios;Nordeste;BA;7;22998.23;17989.95
29/08/2023;Smartphone;Tecnologia;Sudeste;SP;5;3903.87;2344.6
03/03/2024;Notebook;Tecnologia;Sul;PR;7;17214.9;10652.38
25/04/2023;Teclado;Acessórios;Nordeste;BA;1;4336.46;3388.47
12/09/2023;Headset;Acessórios;Sul;RS;3;8950.34;6594.82
21/08/2023;Notebook;Tecnologia;Sul;PR;7;10139.98;5767.72
09/07/2024;Monitor;Tecnologia;Sul;RS;4;2994.01;2343.45
16/03/2023;Notebook;Tecnologia;Sudeste;SP;4;9892.22;6518.62
23/06/2024;Headset;Acessórios;Sudeste;SP;5;19584.08;15477.86
29/07/2023;Smartphone;Tecnologia;Sudeste;RJ;8;4313.42;2358.02
16/03/2023;Headset;Acessórios;Centro-Oeste;DF;8;11909.44;6028.04
20/11/2024;Notebook;Tecnologia;Sul;PR;7;15016.26;9101.49
12/01/2023;Mouse;Acessórios;Sul;RS;4;5789.12;4299.62
05/03/2024;Mouse;Acessórios;Sudeste;SP;2;4083.81;3101.23
25/09/2023;Teclado;Acessórios;Sul;RS;8;6978.53;4503.67
04/06/2024;Teclado;Acessórios;Sul;RS;7;25760.28;17650.06
23/12/2023;Mouse;Acessórios;Sul;RS;5;13266.16;9739.58
27/11/2024;Notebook;Tecnologia;Sul;PR;8;26463.95;15404.45
05/04/2023;Mouse;Acessórios;Sul;PR;7;6091.58;3885.67
08/01/2023;Notebook;Tecnologia;Sudeste;RJ;9;33465.05;19562.86
04/07/2023;Smartphone;Tecnologia;Sudeste;RJ;2;5125.88;3677.83
13/01/2024;Smartphone;Tecnologia;Centro-Oeste;DF;2;7004.91;5135.4
15/06/2024;Teclado;Acessórios;Centro-Oeste;DF;7;29963.4;23875.9
02/06/2024;Headset;Acessórios;Centro-Oeste;DF;9;42586.98;21495.65
20/12/2024;Teclado;Acessórios;Centro-Oeste;DF;5;13511.33;9761.84
18/10/2024;Notebook;Tecnologia;Sul;PR;6;25632.22;15595.19
15/08/2024;Smartphone;Tecnologia;Sudeste;SP;3;12296.19;6602.68
25/12/2024;Smartphone;Tecnologia;Sul;RS;7;17800.68;12971.96
07/06/2024;Monitor;Tecnologia;Sul;RS;8;11071.09;8695.61
01/04/2023;Monitor;Tecnologia;Centro-Oeste;DF;5;13978.34;10076.59
02/05/2024;Notebook;Tecnologia;Centro-Oeste;DF;6;9205.32;6128.89
10/12/2024;Mouse;Acessórios;Sudeste;SP;9;34534.91;20162.33
27/07/2023;Headset;Acessórios;Sudeste;RJ;6;26076.99;14331.67
01/09/2024;Smartphone;Tecnologia;Sudeste;SP;3;4452.58;2470.52
21/03/2024;Mouse;Acessórios;Centro-Oeste;DF;2;9128.72;6218.07
14/05/2023;Smartphone;Tecnologia;Sul;PR;6;29188.02;19596.2
20/10/2024;Mouse;Acessórios;Sudeste;RJ;9;36318.55;20913.65
03/01/2024;Teclado;Acessórios;Sul;RS;3;13568.8;8158.16
30/06/2023;Notebook;Tecnologia;Centro-Oeste;DF;5;6440.27;4519.97
01/02/2023;Headset;Acessórios;Sul;RS;9;14732.16;9664.63
26/01/2023;Smartphone;Tecnologia;Sudeste;SP;4;6494.04;3759.88
01/11/2024;Notebook;Tecnologia;Centro-Oeste;DF;2;1481.63;908.18
03/04/2023;Teclado;Acessórios;Nordeste;BA;1;1184.22;754.94
16/11/2024;Monitor;Tecnologia;Sudeste;SP;1;1822.77;1041.03
19/04/2024;Mouse;Acessórios;Nordeste;BA;7;12681.02;7130.06
04/08/2023;Mouse;Acessórios;Sul;RS;7;3702.71;2709.48
14/10/2023;Mouse;Acessórios;Centro-Oeste;DF;7;18848.86;11855.85
04/02/2023;Smartphone;Tecnologia;Sudeste;SP;1;3668.37;2863.36
11/09/2024;Headset;Acessórios;Sul;RS;2;4580.79;3427.65
21/09/2023;Monitor;Tecnologia;Sudeste;SP;5;19665.1;10100.7
17/01/2024;Headset;Acessórios;Sul;RS;1;2797.61;1915.07
28/11/2024;Smartphone;Tecnologia;Sudeste;SP;9;23467.37;17179.66
03/03/2023;Teclado;Acessórios;Sul;RS;5;3630.47;1853.26
05/09/2023;Notebook;Tecnologia;Sudeste;RJ;1;4338.42;3377.52
18/07/2024;Teclado;Acessórios;Centro-Oeste;DF;1;4082.03;2964.05
31/07/2023;Notebook;Tecnologia;Sul;PR;9;18108.29;11583.96
22/08/2023;Monitor;Tecnologia;Sudeste;RJ;9;29136.94;17025.15
27/05/2023;Headset;Acessórios;Centro-Oeste;DF;1;3248.47;1818.99
21/03/2024;Teclado;Acessórios;Sudeste;RJ;3;11635.39;6255.72
07/12/2024;Mouse;Acessórios;Sul;RS;1;1448.52;966.07
15/08/2024;Teclado;Acessórios;Sul;PR;5;15230.08;11860.33
24/11/2023;Notebook;Tecnologia;Sudeste;SP;6;12878.92;7668.3
24/05/2024;Notebook;Tecnologia;Nordeste;BA;3;8583.93;6288.36
22/01/2023;Notebook;Tecnologia;Centro-Oeste;DF;3;7150.86;4202.95
16/09/2024;Mouse;Acessórios;Sul;RS;5;24133.58;16902.2
24/07/2023;Teclado;Acessórios;Sul;RS;3;10100.78;6860.32
15/05/2024;Teclado;Acessórios;Sul;RS;6;21319.5;12690.75
04/09/2024;Teclado;Acessórios;Sudeste;RJ;2;6576.54;4471.31
16/07/2023;Teclado;Acessórios;Sul;PR;4;15303.21;8925.43
24/05/2023;Headset;Acessórios;Nordeste;BA;4;19340.49;9729.92
22/05/2024;Monitor;Tecnologia;Sul;RS;1;3678.11;2526.15
26/08/2024;Mouse;Acessórios;Sul;PR;3;5710.37;3437.6
01/11/2024;Mouse;Acessórios;Centro-Oeste;DF;8;15273.88;11529.64
06/10/2024;Teclado;Acessórios;Sudeste;SP;2;9925.26;6573.51
08/05/2024;Notebook;Tecnologia;Sudeste;SP;8;37803.87;24037.37
13/10/2023;Teclado;Acessórios;Centro-Oeste;DF;6;4668.83;2463.78
10/04/2024;Headset;Acessórios;Centro-Oeste;DF;8;25427.66;13861.68
19/05/2024;Notebook;Tecnologia;Sudeste;SP;9;41485.92;23100.11
30/12/2023;Mouse;Acessórios;Sudeste;SP;8;20954.57;14638.32
30/07/2023;Headset;Acessórios;Centro-Oeste;DF;4;15569.63;10484.08
30/03/2024;Monitor;Tecnologia;Sudeste;RJ;3;5472.6;2924.77
20/11/2024;Monitor;Tecnologia;Nordeste;BA;1;530.95;299.32
19/09/2023;Headset;Acessórios;Centro-Oeste;DF;5;8112.81;5801.76
21/06/2024;Teclado;Acessórios;Centro-Oeste;DF;7;31364.49;24108.9
15/08/2023;Headset;Acessórios;Sudeste;SP;7;12794.78;7544.53
02/03/2023;Smartphone;Tecnologia;Centro-Oeste;DF;1;2480.26;1783.09
10/11/2023;Teclado;Acessórios;Sul;RS;3;6118.45;3848.43
02/02/2023;Smartphone;Tecnologia;Sul;RS;1;4201.23;2319.09
28/02/2024;Notebook;Tecnologia;Sul;PR;1;1026.16;723.08
22/01/2023;Notebook;Tecnologia;Sudeste;SP;4;15209.9;10489.83
22/05/2024;Notebook;Tecnologia;Sudeste;SP;8;8196.99;5442.87
24/10/2023;Mouse;Acessórios;Centro-Oeste;DF;1;703.62;397.81
24/03/2023;Teclado;Acessórios;Sudeste;RJ;7;24247.83;18900.37
23/05/2024;Headset;Acessórios;Centro-Oeste;DF;3;9149.17;6377.97
02/09/2024;Mouse;Acessórios;Nordeste;BA;3;7046.57;4708.33
26/10/2024;Smartphone;Tecnologia;Sul;PR;4;2194.6;1641.48
11/01/2023;Notebook;Tecnologia;Sudeste;RJ;5;4721.59;2467.97
16/05/2024;Teclado;Acessórios;Sudeste;SP;5;5170.95;4106.62
31/12/2024;Headset;Acessórios;Sudeste;SP;5;4012.77;2722.48
07/12/2023;Monitor;Tecnologia;Sudeste;RJ;1;3648.67;2499.64
12/10/2024;Smartphone;Tecnologia;Sul;RS;7;8934.5;5989.62
30/04/2024;Smartphone;Tecnologia;Sudeste;SP;6;14435.79;10654.64
26/04/2023;Mouse;Acessórios;Sul;RS;7;34046.29;21427.72
14/01/2024;Mouse;Acessórios;Sudeste;RJ;2;1453.15;749.58
27/01/2023;Headset;Acessórios;Sul;PR;1;2560.68;1454.36
22/02/2024;Teclado;Acessórios;Sul;PR;1;1637.86;1102.76
08/08/2023;Mouse;Acessórios;Nordeste;BA;6;27239.08;19708.94
08/01/2024;Teclado;Acessórios;Sudeste;SP;6;15888.46;9616.42
12/10/2024;Mouse;Acessórios;Nordeste;BA;8;9698.94;5000.15
21/06/2023;Monitor;Tecnologia;Sudeste;SP;6;8644.6;4541.93
19/05/2024;Teclado;Acessórios;Sudeste;RJ;1;2112.51;1634.8
04/10/2023;Monitor;Tecnologia;Sudeste;RJ;3;4486.72;2756.18
13/11/2023;Headset;Acessórios;Centro-Oeste;DF;6;23570.86;17311.66
22/12/2023;Headset;Acessórios;Sul;RS;5;7095.55;3583.44
19/09/2023;Teclado;Acessórios;Sudeste;SP;5;23509.36;16577.86
28/01/2023;Teclado;Acessórios;Centro-Oeste;DF;9;28868.13;22549.84
22/08/2023;Teclado;Acessórios;Sudeste;RJ;4;6495.9;4522.76
11/10/2023;Monitor;Tecnologia;Sudeste;SP;2;9740.36;6512.96
10/04/2023;Mouse;Acessórios;Nordeste;BA;7;16656.51;8909.69
03/11/2024;Teclado;Acessórios;Nordeste;BA;3;11943.22;6129.41
31/03/2024;Mouse;Acessórios;Sudeste;SP;3;2536.84;1538.34
27/07/2023;Teclado;Acessórios;Nordeste;BA;4;14264.35;11155.51
04/11/2023;Smartphone;Tecnologia;Sul;RS;8;15507.47;9792.24
22/01/2023;Monitor;Tecnologia;Nordeste;BA;7;11543.1;6138.18
01/08/2024;Teclado;Acessórios;Sul;PR;4;9437.11;6631.9
09/07/2024;Monitor;Tecnologia;Centro-Oeste;DF;5;4077.43;2522.21
12/05/2024;Mouse;Acessórios;Sudeste;SP;4;12013.9;6112.03
17/02/2024;Mouse;Acessórios;Centro-Oeste;DF;4;9545.29;5254.31
12/03/2024;Monitor;Tecnologia;Sul;RS;2;6013.36;3424.1
02/12/2024;Headset;Acessórios;Sudeste;SP;8;38872.29;22495.5
15/01/2023;Headset;Acessórios;Centro-Oeste;DF;7;10444.05;7998.62
31/05/2024;Mouse;Acessórios;Sudeste;RJ;8;20726.07;12723.43
17/10/2024;Mouse;Acessórios;Sudeste;RJ;9;16070.83;8475.95
29/01/2024;Headset;Acessórios;Sul;RS;6;17344.94;12197.51
08/08/2024;Mouse;Acessórios;Nordeste;BA;7;26542.14;19836.04
30/04/2024;Notebook;Tecnologia;Nordeste;BA;7;29737.29;19688.73
08/03/2024;Smartphone;Tecnologia;Centro-Oeste;DF;4;15826.31;10289.37
13/07/2023;Monitor;Tecnologia;Sul;RS;2;3245.53;2155.81
19/11/2024;Monitor;Tecnologia;Centro-Oeste;DF;9;16992.97;11417.79
07/06/2024;Notebook;Tecnologia;Sudeste;SP;8;5413.7;3148.61
08/02/2024;Mouse;Acessórios;Centro-Oeste;DF;1;3635.13;2171.28
10/09/2023;Smartphone;Tecnologia;Sudeste;SP;1;3777.67;2280.74
16/03/2024;Teclado;Acessórios;Centro-Oeste;DF;6;25151.52;15900.09
29/08/2023;Mouse;Acessórios;Sudeste;SP;1;2300.96;1691.18
23/10/2023;Teclado;Acessórios;Nordeste;BA;3;14967.91;8342.21
10/06/2024;Monitor;Tecnologia;Sudeste;SP;1;2439.43;1442.55
23/01/2024;Headset;Acessórios;Centro-Oeste;DF;9;11837.92;8130.59
27/02/2023;Headset;Acessórios;Sul;PR;5;9412.37;6249.23
22/11/2024;Notebook;Tecnologia;Sudeste;RJ;9;10989.14;6058.1
02/02/2024;Monitor;Tecnologia;Sul;PR;9;36787.05;26386.24
14/06/2024;Monitor;Tecnologia;Centro-Oeste;DF;7;28856.36;14881.73
27/12/2024;Headset;Acessórios;Centro-Oeste;DF;3;9633.07;5287.65
25/04/2023;Monitor;Tecnologia;Sul;RS;3;4672.42;3499.86
04/04/2024;Mouse;Acessórios;Sudeste;SP;6;29316.65;15849.69
16/12/2023;Monitor;Tecnologia;Sudeste;SP;2;9338.17;5844.65
24/12/2024;Monitor;Tecnologia;Centro-Oeste;DF;6;8769.85;5489.94
30/03/2023;Smartphone;Tecnologia;Nordeste;BA;3;6804.08;3460.53
22/12/2024;Mouse;Acessórios;Sul;PR;6;24103.62;14320.25
27/05/2024;Notebook;Tecnologia;Sul;RS;4;19528.41;12952.4
23/04/2023;Smartphone;Tecnologia;Centro-Oeste;DF;8;36552.76;22385.52
02/05/2023;Teclado;Acessórios;Sudeste;RJ;8;7355.06;4583.3
16/11/2024;Smartphone;Tecnologia;Sudeste;RJ;1;1498.02;891.72
21/08/2023;Headset;Acessórios;Nordeste;BA;4;16711.5;13020.25
05/07/2024;Teclado;Acessórios;Nordeste;BA;4;10101.06;6073.12
21/11/2023;Teclado;Acessórios;Sudeste;SP;5;4379.31;2467.03
25/06/2023;Teclado;Acessórios;Sudeste;SP;7;5115.76;3313.79
11/11/2023;Monitor;Tecnologia;Sul;PR;5;18869.41;12176.76
26/12/2024;Notebook;Tecnologia;Sul;PR;4;4904.61;3293.93
12/05/2024;Headset;Acessórios;Sudeste;RJ;5;19603.62;10706.91
09/12/2023;Teclado;Acessórios;Sul;RS;4;15210.3;9186.53
02/07/2023;Teclado;Acessórios;Nordeste;BA;2;4676.1;3291.55
02/12/2023;Teclado;Acessórios;Sul;PR;5;21115.52;14262.51
26/10/2024;Monitor;Tecnologia;Sudeste;RJ;3;10911.71;6089.07
04/05/2023;Smartphone;Tecnologia;Sudeste;RJ;6;10015.36;7670.02
27/09/2023;Headset;Acessórios;Sul;RS;4;7614.41;4086.15
25/11/2023;Smartphone;Tecnologia;Centro-Oeste;DF;3;7052.6;4035.21
21/07/2023;Smartphone;Tecnologia;Sudeste;SP;9;10214.86;6779.34
17/12/2023;Mouse;Acessórios;Nordeste;BA;2;4572.93;2500.91
05/11/2023;Mouse;Acessórios;Nordeste;BA;5;4345.53;2218.32
30/08/2023;Monitor;Tecnologia;Centro-Oeste;DF;2;1270.19;804.49
17/05/2024;Monitor;Tecnologia;Sudeste;RJ;7;7194.32;3962.05
17/05/2023;Smartphone;Tecnologia;Sul;PR;3;9300.4;7066.72
17/02/2024;Teclado;Acessórios;Sudeste;SP;3;14799.86;10809.84
28/10/2024;Mouse;Acessórios;Centro-Oeste;DF;4;10035.95;6880.97
07/07/2024;Smartphone;Tecnologia;Sudeste;RJ;8;24312.35;18360.01
11/03/2024;Teclado;Acessórios;Sul;RS;7;32934.64;23275.78
19/02/2023;Teclado;Acessórios;Sudeste;SP;1;1081.29;572.93
16/05/2023;Mouse;Acessórios;Sul;PR;7;4010.31;2989.74
05/01/2023;Notebook;Tecnologia;Sul;PR;1;4504.61;3592.83
13/03/2024;Headset;Acessórios;Nordeste;BA;1;3434.42;2521.81
27/01/2023;Mouse;Acessórios;Centro-Oeste;DF;7;11470.33;8713.65
07/03/2023;Notebook;Tecnologia;Sul;PR;3;3200.4;2540.3
08/04/2023;Notebook;Tecnologia;Sudeste;RJ;3;5878.45;4132.23
21/05/2023;Smartphone;Tecnologia;Sul;PR;1;4747.68;3464.61
20/03/2023;Teclado;Acessórios;Nordeste;BA;2;6178.23;3884.37
07/03/2024;Notebook;Tecnologia;Centro-Oeste;DF;6;6871.67;3473.74
18/09/2023;Teclado;Acessórios;Sudeste;RJ;8;15657.5;10934.3
27/01/2023;Teclado;Acessórios;Sul;PR;6;8905.28;4612.78
31/07/2023;Mouse;Acessórios;Sudeste;SP;6;6294.2;4471.49
